,nombre_completo_censo,año,ADM0NAME,ADM1NAME,ADM2NAME,poblacion,hombre,mujer,nacio_aqui,indigena,Afrodescendiente,discapacitado,alfabeto_si,alfabeto_no,alfabeto_si_15_o_mas,alfabeto_no_15_o_mas,sin_escolaridad_o_preescolar,primaria,secundaria,terciaria,posgrado,Ocupado,desocupado,inactivo,cantidad_de_viviendas,casa_o_departamento,viviendas_sin_bano,viviendas_sin_celular,viviendas_sin_agua_por_caneria_dentro_de_la_vivienda,viviendas_sin_electricidad,vivirendas_sin_alcantarillado,viviendas_sin_servicio_de_basura,viviendas_sin_internet,personas_en_casa_o_depto,personas_sin_cel,personas_sin_agua_por_caneria,personas_sin_alcantarillado,personas_sin_bano,personas_sin_electricidad,personas_sin_internet,personas_sin_servicio_basura,urb_poblacion,urb_hombre,urb_mujer,urb_nacio_aqui,urb_indigena,urb_Afrodescendiente,urb_discapacitado,urb_alfabeto_si,urb_alfabeto_no,urb_alfabeto_si_15_o_mas,urb_alfabeto_no_15_o_mas,urb_sin_escolaridad_o_preescolar,urb_primaria,urb_secundaria,urb_terciaria,urb_posgrado,urb_Ocupado,urb_desocupado,urb_inactivo,urb_cantidad_de_viviendas,urb_casa_o_departamento,urb_viviendas_sin_bano,urb_viviendas_sin_celular,urb_viviendas_sin_agua_por_caneria_dentro_de_la_vivienda,urb_viviendas_sin_electricidad,urb_vivirendas_sin_alcantarillado,urb_viviendas_sin_servicio_de_basura,urb_viviendas_sin_internet,urb_personas_en_casa_o_depto,urb_personas_sin_cel,urb_personas_sin_agua_por_caneria,urb_personas_sin_alcantarillado,urb_personas_sin_bano,urb_personas_sin_electricidad,urb_personas_sin_internet,urb_personas_sin_servicio_basura,Ciudad_norm_x,Estado_norm_x,estado_censo,estado_gdf,similitud_estado,indice,Estado_censo,nombre_censo,nombre_gdf,similitud,DPA_CANTON,DPA_DESCAN,DPA_VALOR,DPA_ANIO,DPA_PROVIN,DPA_DESPRO,SUPERFICIE,Ciudad_norm_y,Estado_norm_y,index_right,limraisg,area_sig_h,shape_Leng,shape_Area,Amazonas
168,ARAJUNO_PASTAZA,2010,Ecuador,PASTAZA,ARAJUNO,6491,3402,3089,4654,6147,4,164,4587,748,2928,356,450,3332,1106,324,7,2151,76,3108,1581,771,754,914,1030,690,993,823,1141,3044,5193,5916,5690,4280,3901,6452,4685,1290,672,618,824,1102,3,19,1041,75,709,21,47,514,365,170,3,485,18,613,285,250,31,137,139,20,86,3,232,1203,755,806,509,154,104,1279,12.0,arajuno,pastaza,pastaza,pastaza,100,3,pastaza,arajuno,arajuno,100,1604,ARAJUNO,0.0,2001,16,PASTAZA,8860.32558177,arajuno,pastaza,0.0,1.0,846654806.58,215.60126354,692.668742221,True
169,QUITO_PICHINCHA,2010,Ecuador,PICHINCHA,QUITO,2239191,1088811,1150380,1397163,91478,104759,90321,1939904,97550,1574963,48681,75314,700154,693204,532583,49201,1044802,54219,938433,764180,658528,4824,76479,101017,2872,57656,22100,461893,1974707,218900,364748,221856,11763,9143,1586222,82695,1607734,777939,829795,1002291,66076,76333,63182,1403387,62385,1148115,28179,47650,473659,509928,409809,37652,753863,42425,669484,545946,472564,1119,51839,59306,1175,15576,4404,330187,1413822,146046,207893,60313,1997,3986,1111726,16580.0,quito,pichincha,pichincha,pichincha,100,0,pichincha,quito,quito,100,,,,,,,,,,,,,,,False
170,CAYAMBE_PICHINCHA,2010,Ecuador,PICHINCHA,CAYAMBE,85795,41967,43828,59681,29057,1997,4547,67317,8857,50144,6270,7975,38908,20326,7299,256,38451,1188,36535,28263,22527,2594,5073,10047,777,8549,5713,20482,73081,16495,41592,35726,9906,2652,80207,24033,39028,19220,19808,22564,2954,1456,1793,32567,2371,25192,1273,1905,15106,11765,5571,208,18031,717,16190,12167,9617,132,1612,2173,136,699,244,9483,32192,4716,8336,2668,289,470,34993,947.0,cayambe,pichincha,pichincha,pichincha,100,1,pichincha,cayambe,cayambe,100,,,,,,,,,,,,,,,False
171,MEJIA_PICHINCHA,2010,Ecuador,PICHINCHA,MEJIA,81335,39783,41552,41188,6084,2001,3825,67151,5982,52039,3928,5031,34169,23615,9078,332,34799,1332,37002,26185,21715,534,3853,7163,388,6650,2795,18770,72108,11851,28016,26188,1340,1217,71453,10399,16515,8005,8510,9899,667,410,633,14165,759,11430,381,630,5630,5363,3103,150,7479,278,7167,5043,4447,8,521,586,19,131,54,3553,14874,1509,2239,510,15,67,12921,211.0,mejia,pichincha,pichincha,pichincha,100,2,pichincha,mejia,mejia,100,,,,,,,,,,,,,,,False
172,PEDRO MONCAYO_PICHINCHA,2010,Ecuador,PICHINCHA,PEDRO MONCAYO,33172,16311,16861,18987,8764,876,1761,26041,3294,19301,2193,2836,16339,7659,1892,58,14220,411,14704,11207,8808,673,2419,4466,268,4505,2008,8360,27753,7529,17529,17945,2094,819,31798,7782,10059,4969,5090,3860,628,564,392,8265,590,6334,266,514,4335,2969,879,30,4637,184,4034,3223,2122,25,537,786,11,257,71,2626,7060,1624,2833,995,62,46,9358,302.0,pedro moncayo,pichincha,pichincha,pichincha,100,3,pichincha,pedro moncayo,pedro moncayo,100,,,,,,,,,,,,,,,False
173,RUMIÑAHUI_PICHINCHA,2010,Ecuador,PICHINCHA,RUMIÑAHUI,85852,41917,43935,40653,1625,2829,3353,75039,3417,61251,1826,2577,25593,26390,22836,1948,40702,1706,36048,28008,24678,141,2543,3774,104,2445,914,16140,77467,7041,14119,9113,292,284,56829,3366,75080,36526,38554,34691,1426,2622,2845,66144,2622,54241,1268,2018,20954,23321,21614,1868,35955,1534,31277,24033,21365,61,1954,2687,65,1225,343,13595,67813,5322,9990,4500,102,180,47403,1242.0,ruminahui,pichincha,pichincha,pichincha,100,4,pichincha,ruminahui,ruminahui,100,,,,,,,,,,,,,,,False
174,SAN MIGUEL DE LOS BANCOS_PICHINCHA,2010,Ecuador,PICHINCHA,SAN MIGUEL DE LOS BANCOS,17573,9413,8160,7598,102,1110,744,14117,1416,10720,833,1253,7972,4884,1140,62,6839,226,8468,4526,3930,249,681,1770,171,2502,1095,3350,15372,2996,8894,12638,1014,815,16159,5782,4810,2480,2330,1912,25,420,213,3940,300,2962,172,282,2047,1417,445,16,1934,110,2196,1335,1166,20,177,320,12,500,40,1073,4297,586,1341,2155,35,46,4432,153.0,san miguel los bancos,pichincha,pichincha,pichincha,100,5,pichincha,san miguel los bancos,san miguel los bancos,100,,,,,,,,,,,,,,,False
175,PEDRO VICENTE MALDONADO_PICHINCHA,2010,Ecuador,PICHINCHA,PEDRO VICENTE MALDONADO,12924,6735,6189,4586,337,1247,548,10003,1264,7449,724,1031,6399,2972,680,34,5242,144,5881,4242,3512,167,799,1746,169,2269,1166,3012,11123,2739,7234,9366,506,598,11905,4820,5561,2753,2808,2134,253,461,252,4620,321,3498,151,281,2365,1755,477,25,2366,108,2467,1700,1453,12,271,446,8,511,30,1270,4875,840,1738,2060,41,27,4705,107.0,pedro vicente maldonado,pichincha,pichincha,pichincha,100,6,pichincha,pedro vicente maldonado,pedro vicente maldonado,100,,,,,,,,,,,,,,,False
176,PUERTO QUITO_PICHINCHA,2010,Ecuador,PICHINCHA,PUERTO QUITO,20445,10774,9671,5919,107,1748,960,16025,2017,11587,1307,1769,10880,4245,768,30,7499,159,10384,6630,5587,404,1183,3743,337,4295,3094,4911,17869,4240,15490,17636,1142,1158,19861,12781,3080,1517,1563,1091,12,360,170,2565,200,1915,118,160,1328,938,299,17,1266,45,1454,927,791,18,151,324,18,314,36,743,2704,472,1269,1206,14,48,2778,133.0,puerto quito,pichincha,pichincha,pichincha,100,7,pichincha,puerto quito,puerto quito,100,,,,,,,,,,,,,,,False
177,AMBATO_TUNGURAHUA,2010,Ecuador,TUNGURAHUA,AMBATO,329856,159830,170026,254404,51806,5550,15683,276319,24130,219977,16496,21068,137109,80496,57006,4691,157008,4525,138916,116470,97746,5359,22756,29173,2275,26100,18474,79813,293686,68638,108257,96746,14564,6400,281859,67139,165185,79764,85421,118978,4486,4008,7337,144983,6498,119339,3158,4724,53824,47810,43802,4002,78169,2957,70355,55253,48278,207,6337,5531,103,1253,1076,37377,148102,16323,19761,4652,472,314,124952,3745.0,ambato,tungurahua,tungurahua,tungurahua,100,0,tungurahua,ambato,ambato,100,,,,,,,,,,,,,,,False
178,CEVALLOS_TUNGURAHUA,2010,Ecuador,TUNGURAHUA,CEVALLOS,8163,4028,4135,4362,138,58,450,7015,422,5726,250,329,4064,2014,950,35,3708,68,3661,2968,2548,66,599,906,48,1009,570,2212,7579,1585,3167,3410,116,110,7757,1829,2501,1230,1271,1457,18,32,179,2197,103,1812,62,94,973,773,438,23,1187,26,1087,864,747,11,143,153,7,97,53,646,2303,351,525,265,14,8,2239,155.0,cevallos,tungurahua,tungurahua,tungurahua,100,2,tungurahua,cevallos,cevallos,100,1803,CEVALLOS,0.0,2001,18,TUNGURAHUA,18.9596539235,cevallos,tungurahua,0.0,1.0,846654806.58,215.60126354,692.668742221,True
179,MOCHA_TUNGURAHUA,2010,Ecuador,TUNGURAHUA,MOCHA,6777,3356,3421,4340,39,26,513,5744,459,4736,311,373,3662,1545,415,12,2981,40,3182,2771,2391,116,771,969,59,1373,735,2001,6306,2151,3199,4564,214,158,6682,2302,1209,586,623,817,7,16,102,1033,73,834,46,52,601,326,104,2,491,11,604,439,391,7,118,82,1,52,38,342,1115,350,304,183,17,4,1201,124.0,mocha,tungurahua,tungurahua,tungurahua,100,3,tungurahua,mocha,mocha,100,1804,MOCHA,0.0,2001,18,TUNGURAHUA,85.8215336072,mocha,tungurahua,0.0,1.0,846654806.58,215.60126354,692.668742221,True
180,PATATE_TUNGURAHUA,2010,Ecuador,TUNGURAHUA,PATATE,13497,6720,6777,8380,771,172,905,11017,1192,8523,854,1041,6901,3071,1071,56,6453,79,5677,5252,4430,509,1354,1954,224,2081,1698,3547,12794,4200,7261,7631,1441,602,12991,5988,2161,1052,1109,1248,8,85,162,1888,120,1526,72,106,772,657,451,32,1001,31,976,801,734,6,141,146,2,47,36,548,2015,373,528,175,17,3,1840,127.0,patate,tungurahua,tungurahua,tungurahua,100,4,tungurahua,patate,patate,100,1805,PATATE,0.0,2001,18,TUNGURAHUA,316.5809277,patate,tungurahua,0.0,1.0,846654806.58,215.60126354,692.668742221,True
181,QUERO_TUNGURAHUA,2010,Ecuador,TUNGURAHUA,QUERO,19205,9489,9716,14047,190,141,1203,15536,1829,12257,1349,1572,11381,3259,836,24,9199,101,8065,7598,6299,462,2236,3518,308,3863,4270,5322,17695,6757,12437,13867,1112,904,18926,15238,2679,1287,1392,1741,11,95,211,2320,173,1883,102,144,1249,708,363,16,1161,40,1292,919,841,21,199,199,12,90,81,722,2477,510,684,295,36,17,2553,260.0,quero,tungurahua,tungurahua,tungurahua,100,5,tungurahua,quero,quero,100,1806,QUERO,0.0,2001,18,TUNGURAHUA,173.809452645,quero,tungurahua,0.0,1.0,846654806.58,215.60126354,692.668742221,True
182,SAN PEDRO DE PELILEO_TUNGURAHUA,2010,Ecuador,TUNGURAHUA,SAN PEDRO DE PELILEO,56573,27327,29246,46253,7117,381,2903,46603,4698,36629,3472,4289,29377,11726,4909,192,27293,364,23644,19949,16563,1812,5252,8721,618,7545,6714,14482,51993,16227,32621,27592,5128,1641,53857,24667,10103,4877,5226,7373,60,177,448,8752,474,7151,249,379,3856,2721,2155,130,5066,106,4054,2917,2562,44,419,590,14,128,163,2223,9282,1188,2371,459,89,26,8657,655.0,san pedro pelileo,tungurahua,tungurahua,tungurahua,100,6,tungurahua,san pedro pelileo,san pedro pelileo,100,1807,SAN PEDRO DE PELILEO,0.0,2001,18,TUNGURAHUA,201.550684963,san pedro pelileo,tungurahua,0.0,1.0,846654806.58,215.60126354,692.668742221,True
183,SANTIAGO DE PILLARO_TUNGURAHUA,2010,Ecuador,TUNGURAHUA,SANTIAGO DE PILLARO,38357,18091,20266,33576,1971,442,2129,31071,3960,24688,3111,3661,19472,8003,3416,155,17126,403,17502,16799,14341,1160,4502,5740,476,6463,5024,10776,36297,13061,19861,22187,2827,1145,37068,17208,7444,3560,3884,5688,76,181,465,6396,408,5290,238,324,2587,2120,1696,114,3404,153,3247,2813,2524,33,438,425,18,203,159,1951,6883,1133,1518,685,51,34,6609,535.0,santiago pillaro,tungurahua,tungurahua,tungurahua,100,7,tungurahua,santiago pillaro,santiago pillaro,100,1808,SANTIAGO DE PILLARO,0.0,2001,18,TUNGURAHUA,446.506398097,santiago pillaro,tungurahua,0.0,1.0,846654806.58,215.60126354,692.668742221,True
184,TISALEO_TUNGURAHUA,2010,Ecuador,TUNGURAHUA,TISALEO,12137,5908,6229,8039,165,57,734,10122,961,8136,639,696,7292,2199,778,14,6030,75,4978,4442,3922,215,1290,2068,112,2720,1781,3296,11451,4060,7546,9989,505,306,11963,6315,1269,617,652,1078,14,15,97,1084,83,861,54,74,711,258,116,4,664,8,495,421,385,12,127,169,10,84,80,335,1201,388,677,309,13,29,1247,310.0,tisaleo,tungurahua,tungurahua,tungurahua,100,8,tungurahua,tisaleo,tisaleo,100,1809,TISALEO,0.0,2001,18,TUNGURAHUA,59.0196754649,tisaleo,tungurahua,0.0,1.0,846654806.58,215.60126354,692.668742221,True
185,ZAMORA_ZAMORA CHINCHIPE,2010,Ecuador,ZAMORA CHINCHIPE,ZAMORA,25510,13315,12195,13120,2202,370,1329,21404,1496,16172,687,1079,10393,6789,4237,270,10376,416,12108,8689,6683,756,2057,2405,373,2247,1409,5582,21226,7483,9838,9141,2825,1435,21709,5784,12386,6395,5991,6647,337,246,600,10751,441,8463,154,289,3614,3836,3302,247,5448,261,5483,3857,2914,25,435,445,16,235,59,2479,9904,1350,1734,927,53,66,9097,248.0,zamora,zamora chinchipe,zamora chinchipe,zamora chinchipe,100,0,zamora chinchipe,zamora,zamora,100,,,,,,,,,,,,,,,False
186,CHINCHIPE_ZAMORA CHINCHIPE,2010,Ecuador,ZAMORA CHINCHIPE,CHINCHIPE,9119,4933,4186,5776,36,138,628,7475,607,5482,263,402,4544,2439,618,34,3563,100,4419,3143,2424,720,625,1450,296,1315,1245,2156,7430,2267,6228,5742,3092,1136,8649,5406,3163,1691,1472,2008,30,94,194,2689,161,2082,59,115,1209,1062,433,28,1397,60,1393,1058,831,20,119,229,6,128,47,807,2467,330,899,520,55,29,2814,152.0,chinchipe,zamora chinchipe,zamora chinchipe,zamora chinchipe,100,1,zamora chinchipe,chinchipe,chinchipe,100,,,,,,,,,,,,,,,False
187,NANGARITZA_ZAMORA CHINCHIPE,2010,Ecuador,ZAMORA CHINCHIPE,NANGARITZA,5196,2688,2508,2691,1812,51,245,3907,525,2676,220,294,2840,967,270,14,1914,41,2477,1715,1284,396,608,701,229,634,486,1133,4231,2698,3310,3050,1811,980,5066,2356,1771,898,873,752,131,37,89,1444,119,1030,54,90,811,462,195,11,702,22,839,580,503,23,153,150,22,59,26,422,1626,564,617,261,69,60,1711,91.0,nangaritza,zamora chinchipe,zamora chinchipe,zamora chinchipe,100,2,zamora chinchipe,nangaritza,nangaritza,100,1903,NANGARITZA,0.0,2001,19,ZAMORA CHINCHIPE,2121.47127459,nangaritza,zamora chinchipe,0.0,1.0,846654806.58,215.60126354,692.668742221,True
188,YACUAMBI_ZAMORA CHINCHIPE,2010,Ecuador,ZAMORA CHINCHIPE,YACUAMBI,5835,2938,2897,3717,4184,1,266,4345,648,2951,337,567,2999,1069,274,2,2337,48,2608,2455,1957,688,1183,938,373,948,699,1286,5202,5228,4286,4394,3008,1522,5748,3159,1325,655,670,794,704,0,47,1080,84,762,33,80,493,413,148,2,491,20,653,508,382,31,270,92,22,71,17,310,1145,1070,402,324,89,81,1274,91.0,yacuambi,zamora chinchipe,zamora chinchipe,zamora chinchipe,100,3,zamora chinchipe,yacuambi,yacuambi,100,,,,,,,,,,,,,,,False
189,EL PANGUI_ZAMORA CHINCHIPE,2010,Ecuador,ZAMORA CHINCHIPE,EL PANGUI,8619,4338,4281,4209,1845,115,464,6704,740,4595,395,526,4688,1674,462,16,3073,87,4284,2824,2265,482,681,1006,288,995,811,1918,7446,2649,4659,4642,2031,1309,8285,3765,3084,1548,1536,1272,116,62,157,2533,197,1801,104,154,1479,762,312,15,1166,33,1531,967,825,23,191,145,12,41,18,720,2740,660,629,187,53,47,2862,70.0,el pangui,zamora chinchipe,zamora chinchipe,zamora chinchipe,100,5,zamora chinchipe,el pangui,el pangui,100,1906,EL PANGUI,0.0,2001,19,ZAMORA CHINCHIPE,631.106966889,el pangui,zamora chinchipe,0.0,1.0,846654806.58,215.60126354,692.668742221,True
190,CENTINELA DEL CONDOR_ZAMORA CHINCHIPE,2010,Ecuador,ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,6479,3381,3098,3168,615,99,295,5201,473,3751,233,351,3188,1508,582,20,2285,98,3291,1832,1615,262,370,709,126,618,524,1353,5979,1502,3398,2941,1176,561,6091,2442,2233,1150,1083,867,10,63,109,1850,140,1371,62,107,924,588,360,17,846,47,1097,568,488,2,77,108,15,40,27,480,1988,276,502,209,9,82,2015,137.0,centinela del condor,zamora chinchipe,zamora chinchipe,zamora chinchipe,100,6,zamora chinchipe,centinela del condor,centinela del condor,100,1907,CENTINELA DEL CONDOR,0.0,2001,19,ZAMORA CHINCHIPE,527.303265205,centinela del condor,zamora chinchipe,0.0,1.0,846654806.58,215.60126354,692.668742221,True
191,PALANDA_ZAMORA CHINCHIPE,2010,Ecuador,ZAMORA CHINCHIPE,PALANDA,8089,4246,3843,4460,4,59,358,6430,637,4545,243,328,4583,1683,365,14,2966,62,4039,2596,1954,747,663,1159,181,1111,1143,1802,6735,2816,5408,5206,3335,657,7926,5353,1999,993,1006,1119,2,31,88,1626,135,1187,48,68,930,588,157,4,727,30,1004,574,447,24,94,109,6,55,17,478,1638,348,507,260,69,22,1914,73.0,palanda,zamora chinchipe,zamora chinchipe,zamora chinchipe,100,7,zamora chinchipe,palanda,palanda,100,,,,,,,,,,,,,,,False
192,SAN CRISTOBAL_GALAPAGOS,2010,Ecuador,GALAPAGOS,SAN CRISTOBAL,7475,3987,3488,2854,485,408,153,6682,166,5349,64,142,2238,2654,1617,121,3699,109,3040,2873,2238,22,228,565,9,579,145,1710,5854,580,1916,1969,47,16,5455,454,6672,3498,3174,2509,453,380,125,5976,145,4773,50,116,1903,2399,1525,116,3241,105,2775,2429,1918,5,167,447,2,399,30,1490,5175,403,1536,1400,11,2,4728,108.0,san cristobal,galapagos,galapagos,galapagos,100,0,galapagos,san cristobal,san cristobal,100,,,,,,,,,,,,,,,False
193,ISABELA_GALAPAGOS,2010,Ecuador,GALAPAGOS,ISABELA,2256,1202,1054,714,11,134,57,1997,47,1559,14,55,773,812,381,37,1107,22,915,877,697,5,39,157,4,448,41,603,1865,98,530,1445,11,6,1906,115,2092,1105,987,668,10,127,54,1857,37,1440,9,46,688,768,371,37,1022,20,852,740,595,0,37,123,1,394,4,550,1720,96,430,1281,0,1,1748,14.0,isabela,galapagos,galapagos,galapagos,100,1,galapagos,isabela,isabela,100,,,,,,,,,,,,,,,False
194,SANTA CRUZ_GALAPAGOS,2010,Ecuador,GALAPAGOS,SANTA CRUZ,15393,7832,7561,4305,1258,764,396,13643,454,11014,159,357,5011,4802,2993,346,7705,343,6049,5369,3735,41,304,1434,23,4218,67,3597,10555,787,4772,13592,103,66,11355,187,11974,6064,5910,3464,1182,659,297,10614,351,8548,122,277,3771,3842,2377,230,6072,303,4590,4270,2920,7,208,956,6,3418,7,2849,8147,501,3049,10760,11,21,8775,13.0,santa cruz,galapagos,galapagos,galapagos,100,2,galapagos,santa cruz,santa cruz,100,,,,,,,,,,,,,,,False
195,LAGO AGRIO_SUCUMBIOS,2010,Ecuador,SUCUMBIOS,LAGO AGRIO,91744,46966,44778,39943,8340,5611,5026,74056,6976,55118,3549,5281,41152,25715,6413,309,35747,1944,43341,29509,20238,3738,5295,15740,2694,12419,6870,21710,68224,19611,63967,52564,15241,11378,83589,30255,48562,24206,24356,20944,1744,4257,2274,40558,2707,30956,1201,2166,18662,16254,4982,277,20252,1348,21665,16576,10718,327,2146,7311,220,3864,511,11996,35068,6910,27144,15093,781,783,41859,1975.0,lago agrio,sucumbios,sucumbios,sucumbios,100,0,sucumbios,lago agrio,lago agrio,100,2101,LAGO AGRIO,0.0,2001,21,SUCUMBIOS,3149.50497638,lago agrio,sucumbios,0.0,1.0,846654806.58,215.60126354,692.668742221,True
196,GONZALO PIZARRO_SUCUMBIOS,2010,Ecuador,SUCUMBIOS,GONZALO PIZARRO,8599,4523,4076,3117,2253,285,490,6854,656,5020,340,506,3940,2306,567,16,3361,159,3990,2644,2225,389,406,1293,249,1211,731,1898,7446,1744,5692,5402,1862,1134,7808,3608,2007,1024,983,545,48,102,91,1682,109,1290,51,91,723,718,239,3,784,56,951,629,516,18,64,232,6,73,9,494,1683,173,840,241,35,17,1685,19.0,gonzalo pizarro,sucumbios,sucumbios,sucumbios,100,1,sucumbios,gonzalo pizarro,gonzalo pizarro,100,,,,,,,,,,,,,,,False
197,PUTUMAYO_SUCUMBIOS,2010,Ecuador,SUCUMBIOS,PUTUMAYO,10174,5595,4579,4964,2636,454,473,7604,1148,5473,591,861,5100,2154,384,13,3823,205,4724,2763,1881,734,1048,1774,543,1758,1386,2185,6690,4503,8017,7976,3257,2535,9508,6435,2197,1126,1071,1169,167,148,80,1674,207,1239,81,160,949,639,111,2,783,55,1043,662,458,32,133,206,20,150,34,543,1603,492,876,671,133,96,2124,172.0,putumayo,sucumbios,sucumbios,sucumbios,100,2,sucumbios,putumayo,putumayo,100,2103,PUTUMAYO,0.0,2001,21,SUCUMBIOS,3546.20093972,putumayo,sucumbios,0.0,1.0,846654806.58,215.60126354,692.668742221,True
198,SHUSHUFINDI_SUCUMBIOS,2010,Ecuador,SUCUMBIOS,SHUSHUFINDI,44328,24155,20173,19452,5924,3598,3610,35431,3678,26542,2034,2585,19808,11967,2530,101,17529,620,20960,12518,8863,2245,2738,7219,1359,7045,4419,9743,32126,10905,31186,31131,9801,6031,40378,20106,16355,8599,7756,7114,333,2505,2083,13530,1066,10408,534,773,5982,5301,1263,63,6131,396,8069,5358,3448,83,856,2321,96,1435,195,4001,12083,2959,8999,5946,232,383,14757,777.0,shushufindi,sucumbios,sucumbios,sucumbios,100,3,sucumbios,shushufindi,shushufindi,100,2104,SHUSHUFINDI,0.0,2001,21,SUCUMBIOS,2484.06847785,shushufindi,sucumbios,0.0,1.0,846654806.58,215.60126354,692.668742221,True
199,SUCUMBIOS_SUCUMBIOS,2010,Ecuador,SUCUMBIOS,SUCUMBIOS,3390,1770,1620,1733,52,58,226,2731,292,2056,170,211,1740,767,207,10,1310,34,1679,1200,1115,111,719,545,70,407,213,864,3254,2749,2164,1589,371,225,3361,798,549,280,269,360,0,12,32,455,31,345,11,25,232,181,45,6,196,3,287,181,180,8,146,73,11,12,11,151,549,526,270,36,15,22,545,40.0,sucumbios,sucumbios,sucumbios,sucumbios,100,4,sucumbios,sucumbios,sucumbios,100,,,,,,,,,,,,,,,False
200,CASCALES_SUCUMBIOS,2010,Ecuador,SUCUMBIOS,CASCALES,11104,5807,5297,4913,3449,161,659,8529,1049,6057,537,775,5217,2742,588,11,4004,114,5460,3170,2590,731,704,1744,605,1653,1160,2372,9177,3102,8001,7812,3479,3055,10520,5616,2090,1043,1047,883,252,71,208,1734,109,1299,48,78,756,667,266,4,771,35,1037,674,600,26,71,198,22,71,16,476,1907,263,816,299,79,70,1786,61.0,cascales,sucumbios,sucumbios,sucumbios,100,5,sucumbios,cascales,cascales,100,2106,CASCALES,0.0,2001,21,SUCUMBIOS,1252.3916265,cascales,sucumbios,0.0,1.0,846654806.58,215.60126354,692.668742221,True
201,CUYABENO_SUCUMBIOS,2010,Ecuador,SUCUMBIOS,CUYABENO,7133,4032,3101,2901,1030,184,329,5485,689,4092,381,491,3253,1806,489,34,2824,86,3264,2010,1569,379,460,1364,293,1254,809,1498,5194,1813,5766,5424,1500,1150,6275,3559,1280,649,631,431,10,52,49,1033,79,749,22,56,531,355,162,6,449,26,637,418,358,13,46,259,9,158,23,322,1160,174,978,588,41,23,1161,75.0,cuyabeno,sucumbios,sucumbios,sucumbios,100,6,sucumbios,cuyabeno,cuyabeno,100,2107,CUYABENO,0.0,2001,21,SUCUMBIOS,3959.3471711,cuyabeno,sucumbios,0.0,1.0,846654806.58,215.60126354,692.668742221,True
202,ORELLANA_ORELLANA,2010,Ecuador,ORELLANA,ORELLANA,72795,38523,34272,33515,19404,4927,3234,57621,5319,42337,2385,3799,31593,20011,5486,293,27638,1686,33616,23221,15052,3106,4424,11270,2723,12482,4625,15701,49020,19010,48736,54166,13859,11915,64298,21972,40730,20982,19748,16617,4476,3990,1704,33420,2184,25107,856,1638,15598,13390,4227,219,15910,1237,18457,14137,10187,383,1548,5477,773,6425,806,9415,32187,5287,20716,25162,871,2634,34403,2847.0,orellana,orellana,orellana,orellana,100,0,orellana,orellana,orellana,100,2201,ORELLANA,0.0,2001,22,ORELLANA,7078.60621277,orellana,orellana,0.0,1.0,846654806.58,215.60126354,692.668742221,True
203,AGUARICO_ORELLANA,2010,Ecuador,ORELLANA,AGUARICO,4847,2652,2195,3697,3752,70,195,3534,598,2523,348,466,2376,1024,177,5,2007,121,2004,1077,572,562,784,738,375,712,676,886,2151,3945,3753,3672,2738,1910,4421,3507,461,234,227,339,149,9,28,370,33,265,16,24,178,165,33,2,153,16,234,130,113,23,81,28,7,44,11,95,380,395,141,219,102,32,448,49.0,aguarico,orellana,orellana,orellana,100,1,orellana,aguarico,aguarico,100,2202,AGUARICO,0.0,2001,22,ORELLANA,11275.8681621,aguarico,orellana,0.0,1.0,846654806.58,215.60126354,692.668742221,True
204,LA JOYA DE LOS SACHAS_ORELLANA,2010,Ecuador,ORELLANA,LA JOYA DE LOS SACHAS,37591,19916,17675,16072,5908,1398,2011,29954,2981,22132,1620,2201,18533,9076,2246,85,14705,575,17655,11211,8136,1968,2213,6251,907,6266,4541,8590,28521,8603,26591,27452,8242,3849,35080,20462,11480,5976,5504,4003,340,633,525,9599,619,7420,283,499,4378,3662,1331,59,4954,311,4953,3999,2567,31,489,1428,30,872,109,2868,8118,1513,5127,3311,76,104,9769,418.0,la joya los sachas,orellana,orellana,orellana,100,2,orellana,la joya los sachas,la joya los sachas,100,2203,LA JOYA DE LOS SACHAS,0.0,2001,22,ORELLANA,1195.02434148,la joya los sachas,orellana,0.0,1.0,846654806.58,215.60126354,692.668742221,True
205,LORETO_ORELLANA,2010,Ecuador,ORELLANA,LORETO,21163,11039,10124,11027,14265,317,1099,15666,2088,10676,1005,1428,11213,3925,741,25,7783,173,9798,5533,2675,1953,1847,3519,1345,3432,2845,4156,10891,9438,18143,18024,10201,6859,20669,15300,3257,1701,1556,962,630,132,110,2674,189,1978,84,125,1423,940,336,17,1386,47,1430,1130,681,30,143,381,22,214,49,790,2289,498,1504,924,99,84,2927,205.0,loreto,orellana,orellana,orellana,100,3,orellana,loreto,loreto,100,2204,LORETO,0.0,2001,22,ORELLANA,2151.25869643,loreto,orellana,0.0,1.0,846654806.58,215.60126354,692.668742221,True
206,LAS GOLONDRINAS_ZONAS NO DELIMITADAS,2010,Ecuador,ZONAS NO DELIMITADAS,LAS GOLONDRINAS,5302,2768,2534,1440,8,737,239,4090,555,2919,338,441,2726,1202,200,4,2023,24,2598,1560,1215,64,272,877,84,1197,580,1219,4214,1010,3826,5062,233,322,5078,2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,las golondrinas,zonas no delimitadas,zonas no delimitadas,zonas no delimitadas,100,0,zonas no delimitadas,las golondrinas,las golondrinas,100,,,,,,,,,,,,,,,False
