,nombre_completo_censo,año,ADM0NAME,ADM1NAME,ADM2NAME,poblacion,hombre,mujer,nacio_aqui,indigena,Afrodescendiente,discapacitado,alfabeto_si,alfabeto_no,alfabeto_si_15_o_mas,alfabeto_no_15_o_mas,sin_escolaridad_o_preescolar,primaria,secundaria,terciaria,posgrado,Ocupado,desocupado,inactivo,cantidad_de_viviendas,casa_o_departamento,viviendas_sin_bano,viviendas_sin_celular,viviendas_sin_agua_por_caneria_dentro_de_la_vivienda,viviendas_sin_electricidad,vivirendas_sin_alcantarillado,viviendas_sin_servicio_de_basura,viviendas_sin_internet,personas_en_casa_o_depto,personas_sin_cel,personas_sin_agua_por_caneria,personas_sin_alcantarillado,personas_sin_bano,personas_sin_electricidad,personas_sin_internet,personas_sin_servicio_basura,urb_poblacion,urb_hombre,urb_mujer,urb_nacio_aqui,urb_indigena,urb_Afrodescendiente,urb_discapacitado,urb_alfabeto_si,urb_alfabeto_no,urb_alfabeto_si_15_o_mas,urb_alfabeto_no_15_o_mas,urb_sin_escolaridad_o_preescolar,urb_primaria,urb_secundaria,urb_terciaria,urb_posgrado,urb_Ocupado,urb_desocupado,urb_inactivo,urb_cantidad_de_viviendas,urb_casa_o_departamento,urb_viviendas_sin_bano,urb_viviendas_sin_celular,urb_viviendas_sin_agua_por_caneria_dentro_de_la_vivienda,urb_viviendas_sin_electricidad,urb_vivirendas_sin_alcantarillado,urb_viviendas_sin_servicio_de_basura,urb_viviendas_sin_internet,urb_personas_en_casa_o_depto,urb_personas_sin_cel,urb_personas_sin_agua_por_caneria,urb_personas_sin_alcantarillado,urb_personas_sin_bano,urb_personas_sin_electricidad,urb_personas_sin_internet,urb_personas_sin_servicio_basura,Ciudad_norm_x,Estado_norm_x,estado_censo,estado_gdf,similitud_estado,indice,Estado_censo,nombre_censo,nombre_gdf,similitud,estado,ciudad,latitud,longitud,detalles,Ciudad_norm_y,Estado_norm_y,index_right,limraisg,area_sig_h,shape_Leng,shape_Area,Amazonas
43,ANTIOQUIA-EBEJICO,2018,Colombia,ANTIOQUIA,EBEJICO,10338,5285,5053,,2,47,2014,8546,1248,7302,1086,1149,4976,3030,544,82,3833,137,5141,5348,5164,44,,,81,1860,2470,3392,10144,,1000,5173,79,166,9129,6845,1834,890,944,,2,39,207,1619,90,1438,68,82,557,757,263,46,733,38,815,904,868,5,,,8,29,22,470,1790,,18,84,11,18,1105,46.0,ebejico,antioquia,antioquia,antioquia,100,43,antioquia,ebejico,ebejico,100,,,,,,,,,,,,,False
44,ANTIOQUIA-EL BAGRE,2018,Colombia,ANTIOQUIA,EL BAGRE,47642,23851,23791,,880,2211,1019,37472,5609,28006,3974,5703,16932,17101,3005,222,15924,2136,19398,17054,15899,1545,,,601,6574,3743,10722,45093,,13515,24963,5328,1942,40117,13959,29588,14326,15262,,161,1497,630,24162,2642,18550,1756,2735,9278,11833,2698,181,10038,1557,11948,10885,10481,89,,,214,2872,404,6133,28772,,2720,10951,273,777,22594,1430.0,el bagre,antioquia,antioquia,antioquia,100,44,antioquia,el bagre,el bagre,100,,,,,,,,,,,,,False
45,ANTIOQUIA-ENTRERRIOS,2018,Colombia,ANTIOQUIA,ENTRERRIOS,8820,4408,4412,,7,31,898,7847,325,6606,189,354,3043,3655,1024,81,3822,102,3588,3903,3854,1,,,6,1029,669,1749,8730,,1462,3422,3,9,5398,2211,5113,2470,2643,,7,25,590,4592,141,3944,87,186,1359,2264,846,73,2370,74,1957,1998,1965,0,,,0,31,9,783,5058,,31,86,0,0,2193,25.0,entrerrios,antioquia,antioquia,antioquia,100,45,antioquia,entrerrios,entrerrios,100,,,,,,,,,,,,,False
46,ANTIOQUIA-ENVIGADO,2018,Colombia,ANTIOQUIA,ENVIGADO,212437,97955,114482,,99,1386,12088,198512,3113,180569,1599,5741,31127,71835,73425,19026,100904,7275,82814,81472,80408,22,,,107,1944,238,9027,210004,,2305,5817,44,285,22197,652,202733,93142,109591,,81,1303,11462,189503,2898,172513,1480,5405,29194,68760,70527,18061,95641,7073,79570,75893,74953,17,,,84,153,152,8102,200407,,234,434,34,225,19765,421.0,envigado,antioquia,antioquia,antioquia,100,46,antioquia,envigado,envigado,100,,,,,,,,,,,,,False
47,ANTIOQUIA-FREDONIA,2018,Colombia,ANTIOQUIA,FREDONIA,18790,9415,9375,,15,157,1755,16265,1584,14064,1374,1488,7927,7149,1076,179,7487,609,8582,9147,8794,35,,,63,2907,2715,5499,18263,,3342,8291,81,162,15311,7611,7735,3679,4056,,9,77,1029,6885,497,6040,425,490,2498,3404,824,147,3033,397,3483,3157,3065,5,,,24,102,30,1804,7586,,216,302,6,54,4816,67.0,fredonia,antioquia,antioquia,antioquia,100,47,antioquia,fredonia,fredonia,100,,,,,,,,,,,,,False
48,ANTIOQUIA-FRONTINO,2018,Colombia,ANTIOQUIA,FRONTINO,20156,10175,9981,,3812,104,1701,15179,2931,12165,2082,2883,7744,6028,1120,207,7036,368,8669,7445,6770,884,,,749,2837,2752,4985,16648,,7104,11001,4288,3738,17227,10744,8087,3796,4291,,88,78,916,6983,508,5850,361,564,2461,3378,887,179,3091,284,3465,3326,3294,11,,,29,68,47,1923,7987,,86,183,43,75,5463,140.0,frontino,antioquia,antioquia,antioquia,100,48,antioquia,frontino,frontino,100,,,,,,,,,,,,,False
49,ANTIOQUIA-GIRALDO,2018,Colombia,ANTIOQUIA,GIRALDO,5057,2605,2452,,0,15,317,4339,328,3542,240,269,2212,1954,184,28,1869,197,2161,2324,2238,15,,,18,803,632,1502,4949,,717,2679,29,42,4927,2107,1852,941,911,,0,15,191,1603,83,1326,52,68,650,787,145,24,679,96,756,747,704,4,,,8,59,8,537,1800,,61,183,6,18,1728,21.0,giraldo,antioquia,antioquia,antioquia,100,49,antioquia,giraldo,giraldo,100,,,,,,,,,,,,,False
50,ANTIOQUIA-GIRARDOTA,2018,Colombia,ANTIOQUIA,GIRARDOTA,49045,24105,24940,,46,2975,5659,44193,2025,38852,1368,1903,13031,21434,9139,628,20557,1975,20193,17815,17488,33,,,39,4402,1503,6813,47794,,4733,13759,74,77,19612,4586,28163,13508,14655,,23,1118,3189,25635,893,22714,514,866,6010,12515,6651,444,12027,1220,11472,9567,9358,6,,,10,52,34,2545,27584,,49,153,11,15,6922,98.0,girardota,antioquia,antioquia,antioquia,100,50,antioquia,girardota,girardota,100,,,,,,,,,,,,,False
51,ANTIOQUIA-GOMEZ PLATA,2018,Colombia,ANTIOQUIA,GOMEZ PLATA,8235,4149,4086,,1,66,1284,7231,538,6168,414,535,3586,2936,632,62,3089,308,3771,4473,4411,36,,,47,1069,1095,2268,8168,,2030,3026,60,92,6111,3173,4262,1981,2281,,1,57,514,3833,194,3277,146,199,1613,1705,452,50,1553,195,1947,2138,2094,2,,,11,60,11,1000,4216,,47,149,2,22,2507,27.0,gomez plata,antioquia,antioquia,antioquia,100,51,antioquia,gomez plata,gomez plata,100,,,,,,,,,,,,,False
52,ANTIOQUIA-GRANADA,2018,Colombia,ANTIOQUIA,GRANADA,9204,4565,4639,,117,163,1493,7559,811,6219,553,689,4294,2833,455,65,3564,96,3863,6405,6352,78,,,60,1179,1388,2760,9077,,1096,3453,288,185,7763,4116,5341,2436,2905,,117,139,888,4398,425,3623,278,363,2180,1796,402,58,1872,84,2347,3337,3299,72,,,43,90,86,1433,5224,,303,320,275,154,3905,306.0,granada,antioquia,antioquia,antioquia,100,52,antioquia,granada,granada,100,,,,,,,,,,,,,False
53,ANTIOQUIA-GUADALUPE,2018,Colombia,ANTIOQUIA,GUADALUPE,5452,2781,2671,,5,29,522,4511,591,3742,486,557,2356,1819,326,26,1906,171,2611,2143,2078,12,,,39,985,866,1484,5346,,2180,3172,26,97,4592,2818,2124,1025,1099,,1,26,152,1844,151,1557,114,167,733,814,244,25,736,80,1020,882,836,1,,,4,21,19,469,2064,,24,55,1,7,1306,49.0,guadalupe,antioquia,antioquia,antioquia,100,53,antioquia,guadalupe,guadalupe,100,,,,,,,,,,,,,False
54,ANTIOQUIA-GUARNE,2018,Colombia,ANTIOQUIA,GUARNE,42500,21065,21435,,40,190,2211,38175,1793,33770,1208,1953,12268,18232,6764,680,17993,1238,17663,21120,20679,69,,,114,6943,1427,7220,41426,,4493,22522,144,281,22061,4441,17396,8180,9216,,13,128,828,15875,452,14097,230,614,4049,7969,3373,287,7521,512,7216,6379,6192,2,,,14,56,30,2100,17075,,43,144,6,39,6012,72.0,guarne,antioquia,antioquia,antioquia,100,54,antioquia,guarne,guarne,100,,,,,,,,,,,,,False
55,ANTIOQUIA-GUATAPE,2018,Colombia,ANTIOQUIA,GUATAPE,7038,3422,3616,,4,29,339,6351,193,5496,132,226,2107,2765,1314,107,3020,139,2915,3676,3639,1,,,15,487,314,1214,6942,,197,1319,3,34,3285,851,5229,2472,2757,,2,27,115,4733,109,4073,69,146,1480,2112,998,86,2215,118,2150,2399,2371,1,,,1,8,2,712,5172,,5,18,3,1,1934,4.0,guatape,antioquia,antioquia,antioquia,100,55,antioquia,guatape,guatape,100,,,,,,,,,,,,,False
56,ANTIOQUIA-HELICONIA,2018,Colombia,ANTIOQUIA,HELICONIA,4709,2464,2245,,6,21,921,4014,441,3428,409,458,2244,1416,308,19,1775,116,2312,2613,2563,8,,,25,529,384,1478,4673,,342,1571,19,52,4139,1101,2080,1046,1034,,3,17,374,1815,141,1580,130,142,821,714,256,15,812,81,962,992,969,5,,,6,55,21,594,2061,,39,163,14,15,1569,46.0,heliconia,antioquia,antioquia,antioquia,100,56,antioquia,heliconia,heliconia,100,,,,,,,,,,,,,False
57,ANTIOQUIA-HISPANIA,2018,Colombia,ANTIOQUIA,HISPANIA,4950,2464,2486,,11,39,770,4157,473,3501,397,508,2004,1689,384,32,1842,264,2182,2257,2189,4,,,10,502,406,1348,4892,,1322,1660,9,28,3904,1388,3303,1553,1750,,11,38,590,2816,288,2409,239,317,1163,1224,358,30,1258,216,1411,1501,1437,1,,,6,20,8,861,3249,,23,39,6,16,2269,14.0,hispania,antioquia,antioquia,antioquia,100,57,antioquia,hispania,hispania,100,,,,,,,,,,,,,False
58,ANTIOQUIA-ITAGUI,2018,Colombia,ANTIOQUIA,ITAGUI,263332,125603,137729,,319,2138,23781,241354,6684,214963,3961,8804,57286,117492,59175,4808,119570,12439,100350,93601,91815,71,,,412,820,735,22879,258964,,3955,2591,133,1189,63066,2270,236688,112437,124251,,167,1757,20570,218193,5333,195194,3141,7373,49965,105835,55394,4547,107503,11106,91195,84201,82518,43,,,278,341,360,18887,232480,,955,1019,79,799,50566,1020.0,itagui,antioquia,antioquia,antioquia,100,58,antioquia,itagui,itagui,100,,,,,,,,,,,,,False
59,ANTIOQUIA-ITUANGO,2018,Colombia,ANTIOQUIA,ITUANGO,23784,14524,9260,,477,126,1624,19342,2834,16119,2329,2961,9201,8756,1092,117,6458,269,8339,7502,7419,885,,,432,2958,2952,4851,18300,,7359,10192,2913,1427,16210,10087,6649,3179,3470,,13,104,531,5423,596,4418,484,681,1955,2599,662,101,2321,183,2965,2578,2521,9,,,25,91,56,1419,6429,,123,275,14,67,4477,145.0,ituango,antioquia,antioquia,antioquia,100,59,antioquia,ituango,ituango,100,,,,,,,,,,,,,False
60,ANTIOQUIA-JARDIN,2018,Colombia,ANTIOQUIA,JARDIN,13541,6772,6769,,1487,67,1474,11834,908,10146,711,791,5420,5272,1115,119,5672,155,5925,5521,5477,38,,,60,1786,1745,3507,13389,,2773,6278,126,173,11011,6133,7146,3343,3803,,6,61,612,6432,347,5613,269,324,2438,3090,817,97,3095,131,3010,3144,3112,0,,,12,26,15,1752,7029,,30,78,0,28,4865,42.0,jardin,antioquia,antioquia,antioquia,100,60,antioquia,jardin,jardin,100,,,,,,,,,,,,,False
61,ANTIOQUIA-JERICO,2018,Colombia,ANTIOQUIA,JERICO,11257,5580,5677,,2,24,1059,9750,839,8532,690,759,4340,4400,916,168,4399,239,5110,5144,5047,18,,,14,1163,1241,2868,10910,,1636,3742,45,32,8222,3989,7003,3336,3667,,2,22,788,6180,399,5464,321,373,2301,2938,808,157,2687,193,3142,3051,2964,8,,,9,29,26,1612,6696,,50,67,19,23,4190,62.0,jerico,antioquia,antioquia,antioquia,100,61,antioquia,jerico,jerico,100,,,,,,,,,,,,,False
62,ANTIOQUIA-LA CEJA,2018,Colombia,ANTIOQUIA,LA CEJA,59386,28807,30579,,17,203,2937,53828,1981,47065,1225,2202,16942,24611,10939,1011,26953,1477,23273,22261,21913,8,,,26,1609,430,6707,58220,,3128,5174,19,80,20683,1345,51715,24793,26922,,15,167,2445,47016,1562,41148,929,1858,14002,21773,9998,886,23526,1356,20268,18233,17955,3,,,12,56,43,5297,50891,,91,196,11,35,16229,136.0,la ceja,antioquia,antioquia,antioquia,100,62,antioquia,la ceja,la ceja,100,,,,,,,,,,,,,False
63,ANTIOQUIA-LA ESTRELLA,2018,Colombia,ANTIOQUIA,LA ESTRELLA,67881,32828,35053,,13,366,6211,62110,2027,55023,1333,2554,15024,29049,15243,2114,32629,2477,24466,24660,24435,17,,,57,1362,826,6667,66642,,1687,3969,45,165,18159,2107,58213,27973,30240,,12,325,5812,53367,1631,47304,996,2071,12609,24726,13605,1859,27723,2230,21106,20673,20479,16,,,42,341,95,5001,57140,,346,1088,44,123,13759,251.0,la estrella,antioquia,antioquia,antioquia,100,63,antioquia,la estrella,la estrella,100,,,,,,,,,,,,,False
64,ANTIOQUIA-LA PINTADA,2018,Colombia,ANTIOQUIA,LA PINTADA,7974,4000,3974,,9,87,847,6637,813,5660,648,654,2880,3245,594,44,3495,334,3109,3179,2965,5,,,47,728,145,1923,7471,,338,2410,6,109,6050,427,7056,3523,3533,,9,84,785,5892,701,5017,558,567,2510,2900,543,42,3068,304,2766,2773,2604,5,,,34,497,26,1663,6638,,94,1641,6,82,5196,81.0,la pintada,antioquia,antioquia,antioquia,100,64,antioquia,la pintada,la pintada,100,,,,,,,,,,,,,False
65,ANTIOQUIA-LA UNION,2018,Colombia,ANTIOQUIA,LA UNION,20769,10323,10446,,2,49,2965,18089,1260,15454,794,1054,8472,7500,2156,134,9680,293,7821,7481,7343,3,,,18,2001,1492,4393,20548,,3039,7029,6,44,14281,5178,12557,6069,6488,,2,49,1767,11147,629,9650,358,572,4435,4841,1782,115,6009,224,4630,4141,4046,0,,,1,12,15,2200,12422,,6,33,0,3,6699,39.0,la union,antioquia,antioquia,antioquia,100,65,antioquia,la union,la union,100,,,,,,,,,,,,,False
66,ANTIOQUIA-LIBORINA,2018,Colombia,ANTIOQUIA,LIBORINA,7928,4082,3846,,1,34,1371,6738,699,5590,537,648,3536,2631,551,39,2571,73,4168,4204,4130,10,,,24,1195,1172,2165,7853,,965,3953,26,61,6692,3849,2210,1044,1166,,1,28,362,1936,143,1648,99,127,663,892,353,24,670,50,1208,1097,1082,1,,,2,5,5,499,2198,,5,16,3,4,1334,13.0,liborina,antioquia,antioquia,antioquia,100,66,antioquia,liborina,liborina,100,,,,,,,,,,,,,False
67,ANTIOQUIA-MACEO,2018,Colombia,ANTIOQUIA,MACEO,7297,3647,3650,,8,52,766,6038,735,4999,519,714,3073,2488,446,42,2923,170,3061,3469,3357,33,,,56,1223,802,2174,7153,,2169,3572,96,141,6234,2296,2971,1367,1604,,8,38,352,2549,224,2136,156,216,1071,1154,293,32,1171,86,1297,1289,1254,1,,,7,18,63,746,2928,,70,52,5,11,2084,202.0,maceo,antioquia,antioquia,antioquia,100,67,antioquia,maceo,maceo,100,,,,,,,,,,,,,False
68,ANTIOQUIA-MARINILLA,2018,Colombia,ANTIOQUIA,MARINILLA,55230,27216,28014,,40,182,4358,49335,1925,42347,1181,2271,16775,23531,7736,887,23672,1617,22111,20714,20427,10,,,58,4162,396,8747,54727,,633,13901,28,152,27798,1246,40826,19678,21148,,30,174,2691,36789,1118,31724,599,1536,10560,18248,6734,778,17727,1397,15977,14221,13981,4,,,15,140,34,5302,40397,,34,473,13,44,16506,90.0,marinilla,antioquia,antioquia,antioquia,100,68,antioquia,marinilla,marinilla,100,,,,,,,,,,,,,False
69,ANTIOQUIA-MONTEBELLO,2018,Colombia,ANTIOQUIA,MONTEBELLO,5881,3007,2874,,7,13,1110,5016,525,4318,416,482,2932,1852,234,26,2176,75,2910,3462,3365,12,,,51,1319,1324,1880,5808,,2540,4029,41,150,5451,4020,1649,781,868,,0,11,319,1470,86,1287,67,81,621,662,163,21,612,25,820,856,797,0,,,4,7,11,498,1614,,10,14,0,13,1262,24.0,montebello,antioquia,antioquia,antioquia,100,69,antioquia,montebello,montebello,100,,,,,,,,,,,,,False
70,ANTIOQUIA-MURINDO,2018,Colombia,ANTIOQUIA,MURINDO,4642,2362,2280,,1925,2411,315,2902,992,2038,598,852,1603,920,276,23,1214,42,1940,1257,913,362,,,238,1097,693,1014,3054,,4553,4579,1724,1116,4307,3205,1565,779,786,,29,1470,109,1287,133,970,84,170,428,568,231,16,536,35,672,561,543,92,,,7,454,52,409,1539,,1522,1502,324,14,1366,136.0,murindo,antioquia,antioquia,antioquia,100,70,antioquia,murindo,murindo,100,,,,,,,,,,,,,False
71,ANTIOQUIA-MUTATA,2018,Colombia,ANTIOQUIA,MUTATA,12607,6403,6204,,2115,1187,1084,9292,2011,7041,1377,1992,4653,3872,676,49,4441,184,5215,5022,4501,624,,,502,2148,860,3273,10788,,6838,7945,2591,1949,11492,3329,4958,2402,2556,,258,486,483,3989,546,3155,370,513,1619,1819,510,43,1927,99,1990,2000,1900,77,,,79,250,40,1237,4771,,866,819,293,229,3904,97.0,mutata,antioquia,antioquia,antioquia,100,71,antioquia,mutata,mutata,100,,,,,,,,,,,,,False
72,ANTIOQUIA-NARIÑO,2018,Colombia,ANTIOQUIA,NARIÑO,8603,4415,4188,,2,27,1032,6924,1085,5643,856,859,4373,2445,291,28,3264,37,3972,4216,4101,9,,,46,1596,1569,2644,8501,,5005,5296,13,145,8059,5204,2745,1265,1480,,2,21,392,2304,241,1910,187,220,1102,963,233,20,1012,32,1271,1423,1340,0,,,1,17,13,856,2677,,23,44,0,3,2240,33.0,narino,antioquia,antioquia,antioquia,100,72,antioquia,narino,narino,100,,,,,,,,,,,,,False
73,ANTIOQUIA-NECOCLI,2018,Colombia,ANTIOQUIA,NECOCLI,38420,19094,19326,,1495,18358,2549,30376,4445,22471,3301,4397,13762,14155,2261,197,10989,1439,18059,13808,12786,3002,,,458,7990,5128,9492,35951,,23377,29734,11365,1593,34511,19161,9946,4687,5259,,33,7000,680,8460,588,6771,424,683,2554,4193,1446,149,3569,348,4228,4123,3969,17,,,19,418,83,2091,9672,,287,1404,52,52,6928,268.0,necocli,antioquia,antioquia,antioquia,100,73,antioquia,necocli,necocli,100,,,,,,,,,,,,,False
74,ANTIOQUIA-NECHI,2018,Colombia,ANTIOQUIA,NECHI,24066,12369,11697,,93,2977,1231,19184,2634,14184,1841,2623,9466,8324,1297,91,8585,479,9881,8114,7783,1844,,,318,6210,3167,6158,23388,,9876,22896,6518,1009,22576,11549,13005,6411,6594,,67,1133,763,10592,1259,7997,881,1292,4534,4866,1068,79,4654,361,5374,4629,4534,427,,,33,3188,161,3150,12799,,278,11875,1526,80,11614,588.0,nechi,antioquia,antioquia,antioquia,100,74,antioquia,nechi,nechi,100,,,,,,,,,,,,,False
75,ANTIOQUIA-OLAYA,2018,Colombia,ANTIOQUIA,OLAYA,2719,1386,1333,,1,32,268,2242,295,1880,243,238,1155,954,174,11,1042,29,1240,1551,1512,11,,,17,525,415,867,2666,,251,1527,22,38,2417,1185,185,87,98,,0,9,19,146,26,131,19,18,61,69,22,0,69,6,81,100,98,2,,,1,7,2,57,183,,2,19,2,3,129,8.0,olaya,antioquia,antioquia,antioquia,100,75,antioquia,olaya,olaya,100,,,,,,,,,,,,,False
76,ANTIOQUIA-PEÑOL,2018,Colombia,ANTIOQUIA,PEÑOL,18010,8764,9246,,13,73,2195,16032,807,13829,534,773,7053,7272,1553,151,7231,666,7622,10382,10159,17,,,44,2303,2345,4711,17794,,1222,6952,30,93,13597,7051,11005,5162,5843,,11,55,1074,9929,336,8555,162,411,3538,4974,1184,129,4538,470,4402,4783,4635,3,,,7,64,73,2532,10850,,38,161,7,12,6982,184.0,penol,antioquia,antioquia,antioquia,100,76,antioquia,penol,penol,100,,,,,,,,,,,,,False
77,ANTIOQUIA-PEQUE,2018,Colombia,ANTIOQUIA,PEQUE,7155,3789,3366,,0,58,1148,5413,1117,4300,877,1157,3085,1907,345,24,2785,62,2999,3114,3034,153,,,62,1209,1280,1934,7077,,325,4384,471,181,6607,4656,2094,999,1095,,0,50,316,1720,203,1412,148,217,648,740,288,21,838,42,847,990,957,0,,,3,12,8,520,2061,,1,31,0,4,1551,17.0,peque,antioquia,antioquia,antioquia,100,77,antioquia,peque,peque,100,,,,,,,,,,,,,False
78,ANTIOQUIA-PUEBLORRICO,2018,Colombia,ANTIOQUIA,PUEBLORRICO,7202,3609,3593,,167,29,1342,5923,813,4983,652,746,3254,2365,307,51,2577,145,3502,3029,2948,10,,,32,1083,981,1948,7114,,3052,3716,37,111,6018,3373,3807,1840,1967,,6,25,662,3253,328,2796,257,351,1449,1456,268,51,1400,89,1851,1721,1651,2,,,14,124,38,1021,3753,,183,390,2,36,2826,95.0,pueblorrico,antioquia,antioquia,antioquia,100,78,antioquia,pueblorrico,pueblorrico,100,,,,,,,,,,,,,False
79,ANTIOQUIA-PUERTO BERRIO,2018,Colombia,ANTIOQUIA,PUERTO BERRIO,36801,18430,18371,,59,1450,3057,30544,3161,25463,2299,3133,11967,14327,3832,382,14588,1566,14075,14837,14096,111,,,157,3045,1450,8095,34763,,2101,9232,266,330,23185,3860,31441,15225,16216,,51,1350,2803,26486,2556,22106,1825,2509,9629,12737,3735,375,12686,1424,12089,12329,11741,49,,,72,1605,97,6363,30133,,295,5306,135,145,18500,231.0,puerto berrio,antioquia,antioquia,antioquia,100,79,antioquia,puerto berrio,puerto berrio,100,,,,,,,,,,,,,False
80,ANTIOQUIA-PUERTO NARE,2018,Colombia,ANTIOQUIA,PUERTO NARE,12161,6147,6014,,20,362,1793,10258,1111,8415,885,1097,4579,4567,1055,52,4395,544,5390,5772,5669,82,,,63,958,908,3451,12015,,1767,2814,220,133,9598,2708,3894,1887,2007,,0,227,499,3341,333,2817,279,331,1296,1446,569,22,1389,270,1704,1753,1739,4,,,6,14,7,943,3840,,15,32,7,14,2456,18.0,puerto nare,antioquia,antioquia,antioquia,100,80,antioquia,puerto nare,puerto nare,100,,,,,,,,,,,,,False
81,ANTIOQUIA-PUERTO TRIUNFO,2018,Colombia,ANTIOQUIA,PUERTO TRIUNFO,17231,9491,7740,,8,158,1402,14377,1384,11954,1011,1444,6296,7157,985,87,6466,596,5784,6055,5817,30,,,70,656,772,3908,15166,,949,2011,68,185,11938,2357,2908,1452,1456,,0,56,239,2419,262,2027,200,230,905,1227,285,29,1129,130,1128,1104,1044,5,,,3,33,12,703,2782,,26,83,12,3,2075,19.0,puerto triunfo,antioquia,antioquia,antioquia,100,81,antioquia,puerto triunfo,puerto triunfo,100,,,,,,,,,,,,,False
82,ANTIOQUIA-REMEDIOS,2018,Colombia,ANTIOQUIA,REMEDIOS,22530,11254,11276,,96,120,1083,18298,2254,14453,1630,2444,8931,7819,1208,101,8505,335,9513,9850,9656,160,,,170,3767,2157,5896,22246,,6699,12127,474,524,18224,6729,11122,5320,5802,,6,74,318,9304,883,7417,647,1059,3951,4266,820,78,4197,115,4826,4270,4168,12,,,30,852,231,2684,11015,,469,2847,26,91,8164,747.0,remedios,antioquia,antioquia,antioquia,100,82,antioquia,remedios,remedios,100,,,,,,,,,,,,,False
83,ANTIOQUIA-RETIRO,2018,Colombia,ANTIOQUIA,RETIRO,20700,10145,10555,,2,59,952,18770,827,16611,538,873,5685,7890,4169,936,9840,383,8120,10013,9868,5,,,39,1824,486,2903,20316,,2279,5636,10,136,8813,1519,12193,5848,6345,,1,51,567,11200,364,10011,227,411,2900,5033,2692,495,5858,291,4772,5190,5152,2,,,26,29,19,1497,12112,,33,77,3,93,4366,54.0,retiro,antioquia,antioquia,antioquia,100,83,antioquia,retiro,retiro,100,,,,,,,,,,,,,False
84,ANTIOQUIA-RIONEGRO,2018,Colombia,ANTIOQUIA,RIONEGRO,116400,57022,59378,,48,716,4284,105872,3283,93569,1944,4632,27245,48134,25807,3110,50778,3398,47080,47448,46013,29,,,87,9900,1762,13665,112660,,1126,30285,85,229,38072,5256,77463,36941,40522,,30,595,2718,70933,1722,62928,889,2443,15369,32424,19796,2451,33481,2547,32113,30691,29708,8,,,28,226,633,7021,75625,,80,671,16,60,19044,1586.0,rionegro,antioquia,antioquia,antioquia,100,84,antioquia,rionegro,rionegro,100,,,,,,,,,,,,,False
85,ANTIOQUIA-SABANALARGA,2018,Colombia,ANTIOQUIA,SABANALARGA,7833,4103,3730,,4,109,720,6452,697,5152,545,696,3598,2470,353,28,2370,294,3699,4327,3727,136,,,84,1307,1255,2253,7552,,1979,4387,370,199,7332,4242,2875,1418,1457,,4,102,345,2411,201,1983,154,216,1054,1052,264,24,828,211,1303,1340,1268,5,,,8,80,18,785,2768,,44,233,7,13,2403,51.0,sabanalarga,antioquia,antioquia,antioquia,100,85,antioquia,sabanalarga,sabanalarga,100,,,,,,,,,,,,,False
86,ANTIOQUIA-SABANETA,2018,Colombia,ANTIOQUIA,SABANETA,81797,38091,43706,,45,571,5043,75676,1388,68887,737,2289,11707,27854,28441,6577,41617,2903,28606,34661,34451,2,,,29,124,61,3459,81338,,207,365,3,66,8492,168,70108,32458,37650,,33,498,4094,65108,977,59560,453,1860,8893,22892,26075,6190,35754,2341,24762,30336,30176,0,,,23,56,47,2018,69774,,88,151,0,56,4455,130.0,sabaneta,antioquia,antioquia,antioquia,100,86,antioquia,sabaneta,sabaneta,100,,,,,,,,,,,,,False
87,ANTIOQUIA-SALGAR,2018,Colombia,ANTIOQUIA,SALGAR,15782,7999,7783,,7,98,1840,12580,2200,10385,1774,2193,7328,4609,573,63,6606,93,6808,6309,6047,29,,,99,2700,2478,4573,15384,,7574,8557,63,279,13818,7865,5862,2768,3094,,1,55,428,4946,621,4210,497,607,2252,2194,460,51,2644,76,2410,2385,2265,9,,,11,81,35,1477,5674,,130,237,18,26,3955,82.0,salgar,antioquia,antioquia,antioquia,100,87,antioquia,salgar,salgar,100,,,,,,,,,,,,,False
88,ANTIOQUIA-SAN ANDRES DE CUERQUIA,2018,Colombia,ANTIOQUIA,SAN ANDRES DE CUERQUIA,6295,3227,3068,,1,45,215,5318,455,4303,310,480,2727,2207,310,29,2258,127,2809,2843,2787,33,,,35,1068,1065,1659,6217,,3168,3694,103,104,5407,3663,2681,1281,1400,,1,40,118,2322,143,1945,91,148,865,1132,279,26,998,57,1202,1128,1090,1,,,8,51,29,616,2632,,102,155,1,13,1794,68.0,san andres cuerquia,antioquia,antioquia,antioquia,100,88,antioquia,san andres cuerquia,san andres cuerquia,100,,,,,,,,,,,,,False
89,ANTIOQUIA-SAN CARLOS,2018,Colombia,ANTIOQUIA,SAN CARLOS,14480,7355,7125,,10,47,1524,12199,1233,10095,947,1262,5769,5296,1000,91,5111,418,6661,7947,7855,30,,,136,1689,1660,4382,14296,,1096,4497,56,298,11643,4399,7057,3360,3697,,2,39,954,5972,565,5021,417,611,2358,2738,740,81,2528,363,3050,3594,3548,6,,,13,65,27,1802,6972,,130,172,13,23,4772,44.0,san carlos,antioquia,antioquia,antioquia,100,89,antioquia,san carlos,san carlos,100,,,,,,,,,,,,,False
